scenario,simulation,observed_homogenization,latent_homogenization,observed_between_change,latent_between_change,observed_group_mean_variance_change,observed_icc_change,latent_icc_change
all_three,79,0.560169,0.51,0.19314,0.185286,0.166439,0.282252,0.273636
all_three,80,0.561175,0.51,0.185382,0.212124,0.158682,0.278945,0.298291
all_three,81,0.526536,0.51,0.224039,0.24068,0.202422,0.303171,0.320388
all_three,82,0.534874,0.51,0.189932,0.198039,0.16552,0.272988,0.288152
all_three,83,0.569519,0.51,0.182361,0.181776,0.154436,0.269186,0.271703
all_three,84,0.588447,0.51,0.268641,0.24404,0.238504,0.338774,0.315491
all_three,85,0.565197,0.51,0.262265,0.250893,0.235244,0.33177,0.319459
all_three,86,0.536414,0.51,0.181932,0.163668,0.15662,0.2615,0.253457
all_three,87,0.552374,0.51,0.269013,0.267722,0.243594,0.333709,0.329351
all_three,88,0.567106,0.51,0.261291,0.251368,0.23266,0.324192,0.314132
all_three,89,0.541963,0.51,0.255512,0.267055,0.231352,0.327449,0.342217
all_three,90,0.580974,0.51,0.08595,0.09664,0.056432,0.184571,0.185944
all_three,91,0.556674,0.51,0.329642,0.320178,0.303425,0.365465,0.361802
all_three,92,0.531886,0.51,0.179288,0.218637,0.154784,0.264509,0.300116
all_three,93,0.570805,0.51,0.288431,0.323615,0.260982,0.337291,0.345447
all_three,94,0.582217,0.51,0.268289,0.273344,0.241813,0.354435,0.355083
all_three,95,0.570071,0.51,0.166704,0.182087,0.142028,0.2777,0.290491
all_three,96,0.548306,0.51,0.220494,0.215025,0.195631,0.303922,0.302448
all_three,97,0.56032,0.51,0.320842,0.300813,0.294609,0.366231,0.346382
all_three,98,0.552602,0.51,0.240094,0.242271,0.213017,0.307204,0.318915
all_three,99,0.554377,0.51,0.232048,0.208172,0.207289,0.316217,0.298326
all_three,100,0.582626,0.51,0.211107,0.223031,0.183243,0.308417,0.309437
all_three,101,0.570254,0.51,0.270474,0.258331,0.241677,0.332735,0.326522
all_three,102,0.581943,0.51,0.283164,0.299988,0.255861,0.35633,0.362916
all_three,103,0.567051,0.51,0.137545,0.129012,0.109835,0.216839,0.215184
all_three,104,0.556164,0.51,0.345822,0.338875,0.318936,0.365963,0.35739
all_three,105,0.567662,0.51,0.303329,0.29507,0.277587,0.361774,0.347492
all_three,106,0.578605,0.51,0.254888,0.257812,0.226979,0.334841,0.333812
all_three,107,0.579605,0.51,0.259183,0.251032,0.229777,0.329443,0.322033
all_three,108,0.574821,0.51,0.233838,0.272848,0.204298,0.308177,0.328759
all_three,109,0.565519,0.51,0.177068,0.180644,0.149402,0.264167,0.273079
all_three,110,0.556347,0.51,0.264196,0.259524,0.234868,0.313178,0.314803
all_three,111,0.57671,0.51,0.141658,0.125519,0.112733,0.232903,0.217398
all_three,112,0.563897,0.51,0.222098,0.219525,0.193066,0.29449,0.290581
all_three,113,0.559099,0.51,0.139125,0.150097,0.112978,0.234051,0.24651699999999999
all_three,114,0.584554,0.51,0.194584,0.193169,0.167081,0.298795,0.293433
all_three,115,0.567605,0.51,0.176758,0.163249,0.146923,0.256369,0.250617
all_three,116,0.563255,0.51,0.202321,0.18228,0.175579,0.286081,0.274798
all_three,117,0.569574,0.51,0.164783,0.173239,0.137839,0.267739,0.2691
all_three,118,0.546569,0.51,0.301326,0.281073,0.276382,0.344922,0.334424
all_three,119,0.569698,0.51,0.365499,0.353364,0.336893,0.375802,0.360298
all_three,120,0.562406,0.51,0.34359,0.327847,0.316607,0.372303,0.36181
all_three,121,0.565528,0.51,0.200288,0.211124,0.172289,0.284602,0.29024
all_three,122,0.558968,0.51,0.186869,0.17581,0.160709,0.278174,0.268474
all_three,123,0.572043,0.51,0.198799,0.190601,0.171802,0.29527,0.285448
all_three,124,0.542715,0.51,0.353788,0.357628,0.3275,0.36476,0.374545
all_three,125,0.585641,0.51,0.254706,0.260313,0.229288,0.355533,0.355593
all_three,126,0.587716,0.51,0.170931,0.17199,0.141177,0.269522,0.264872
all_three,127,0.570834,0.51,0.309855,0.326694,0.28497,0.369082,0.368694
all_three,128,0.552492,0.51,0.2327,0.216039,0.207047,0.311299,0.303062
all_three,129,0.567565,0.51,0.150011,0.154233,0.122567,0.254458,0.251704
all_three,130,0.585628,0.51,0.215186,0.229946,0.188414,0.319261,0.324929
all_three,131,0.562913,0.51,0.155675,0.134552,0.128095,0.239104,0.22661
all_three,132,0.570588,0.51,0.325282,0.331921,0.29687,0.361583,0.357019
all_three,133,0.575459,0.51,0.225012,0.219799,0.19841,0.318833,0.313489
all_three,134,0.553424,0.51,0.243811,0.237422,0.218883,0.323102,0.321932
all_three,135,0.566459,0.51,0.305437,0.299465,0.279661,0.36253,0.353792
all_three,136,0.550341,0.51,0.353048,0.367077,0.32667,0.358195,0.361196
all_three,137,0.566858,0.51,0.253329,0.254506,0.225777,0.323915,0.319995
all_three,138,0.5952,0.51,0.280069,0.281181,0.248535,0.343564,0.336745
all_three,139,0.550688,0.51,0.160418,0.150223,0.13477,0.249744,0.241204
all_three,140,0.545221,0.51,0.326179,0.308301,0.296797,0.339559,0.331714
all_three,141,0.566418,0.51,0.203235,0.202688,0.17604,0.292624,0.290371
all_three,142,0.584235,0.51,0.268183,0.248181,0.238757,0.33922,0.320785
all_three,143,0.57504,0.51,0.194114,0.221917,0.16681000000000001,0.293841,0.302433
all_three,144,0.547613,0.51,0.394077,0.40134,0.369287,0.382441,0.382276
all_three,145,0.583986,0.51,0.198873,0.192158,0.169849,0.285837,0.284191
all_three,146,0.582221,0.51,0.199669,0.189792,0.171742,0.296996,0.283327
all_three,147,0.560416,0.51,0.176534,0.177147,0.149196,0.267087,0.26346
all_three,148,0.556061,0.51,0.191609,0.206854,0.165529,0.281309,0.294028
all_three,149,0.549132,0.51,0.200367,0.202877,0.174811,0.285007,0.28677
all_three,150,0.587581,0.51,0.298659,0.304864,0.272325,0.36989,0.352427
all_three,151,0.53582,0.51,0.307491,0.306178,0.281351,0.33095,0.331434
all_three,152,0.538161,0.51,0.215425,0.22981,0.18914,0.283783,0.298888
all_three,153,0.56576,0.51,0.163561,0.153577,0.135946,0.25785400000000003,0.246842
all_three,154,0.597352,0.51,0.267647,0.299543,0.239124,0.350147,0.353202
all_three,155,0.591488,0.51,0.176418,0.177613,0.144532,0.259303,0.264571
all_three,156,0.540019,0.51,0.185369,0.21387,0.163432,0.28963,0.323448
all_three,157,0.536191,0.51,0.310058,0.332024,0.284712,0.334623,0.350111
all_three,158,0.585099,0.51,0.212527,0.205276,0.186309,0.320003,0.309334
all_three,159,0.57036,0.51,0.153959,0.146154,0.125477,0.234062,0.234471
all_three,160,0.552921,0.51,0.332336,0.338602,0.3042,0.354963,0.357848
all_three,161,0.567425,0.51,0.294097,0.296563,0.265686,0.342955,0.338913
all_three,162,0.555063,0.51,0.236769,0.225836,0.209491,0.305914,0.302378
all_three,163,0.561172,0.51,0.180469,0.167309,0.153119,0.266465,0.262842
all_three,164,0.569184,0.51,0.185237,0.216354,0.15787,0.280521,0.303021
all_three,165,0.580282,0.51,0.157695,0.132716,0.129224,0.240618,0.2244
all_three,166,0.546684,0.51,0.165676,0.150498,0.139364,0.242118,0.237666
all_three,167,0.54834,0.51,0.168931,0.179145,0.142027,0.248665,0.266411
all_three,168,0.548871,0.51,0.138184,0.164987,0.113583,0.244989,0.267423
all_three,169,0.563081,0.51,0.303232,0.303737,0.277812,0.358906,0.354867
all_three,170,0.57618,0.51,0.2472,0.216097,0.21887,0.324647,0.301781
all_three,171,0.565001,0.51,0.226224,0.227527,0.198357,0.303788,0.304351
all_three,172,0.573635,0.51,0.295029,0.298953,0.268626,0.359104,0.35495
all_three,173,0.558288,0.51,0.312418,0.329267,0.286625,0.353626,0.359055
all_three,174,0.551519,0.51,0.243162,0.249506,0.215853,0.306056,0.312321
all_three,175,0.539619,0.51,0.145098,0.147703,0.121552,0.2416,0.25108
all_three,176,0.561139,0.51,0.292745,0.276637,0.265946,0.348957,0.337376
all_three,177,0.547428,0.51,0.278206,0.289721,0.251373,0.327534,0.338671
all_three,178,0.567658,0.51,0.235088,0.250148,0.207838,0.315068,0.324621
all_three,179,0.567846,0.51,0.252484,0.245543,0.226582,0.336855,0.331756
all_three,180,0.572133,0.51,0.142566,0.132878,0.11585,0.233803,0.221984
all_three,181,0.568884,0.51,0.170845,0.194013,0.1437,0.272995,0.282461
all_three,182,0.585297,0.51,0.311284,0.338743,0.284566,0.377619,0.388341
all_three,183,0.572601,0.51,0.198832,0.201282,0.170362,0.285602,0.285822
all_three,184,0.582883,0.51,0.195358,0.192501,0.165998,0.285768,0.279703
all_three,185,0.523546,0.51,0.299806,0.273597,0.273134,0.322392,0.313589
all_three,186,0.566509,0.51,0.330625,0.304889,0.303769,0.380296,0.365386
all_three,187,0.555014,0.51,0.296333,0.296149,0.269535,0.340264,0.336255
all_three,188,0.585019,0.51,0.251534,0.219833,0.221593,0.325057,0.300589
all_three,189,0.547168,0.51,0.215727,0.205077,0.190341,0.296132,0.292971
all_three,190,0.560256,0.51,0.294428,0.322318,0.269099,0.348882,0.358295
all_three,191,0.536379,0.51,0.182945,0.201263,0.159832,0.277549,0.299447
all_three,192,0.578894,0.51,0.193997,0.210113,0.165919,0.288765,0.299506
all_three,193,0.5793,0.51,0.249947,0.220658,0.219908,0.319242,0.295529
all_three,194,0.575473,0.51,0.185129,0.199991,0.157634,0.2807,0.293325
all_three,195,0.560007,0.51,0.164336,0.151745,0.138141,0.259208,0.252522
all_three,196,0.558048,0.51,0.15482,0.15398,0.127956,0.248066,0.247216
all_three,197,0.57851,0.51,0.192668,0.215843,0.16719,0.304705,0.313634
all_three,198,0.555446,0.51,0.174071,0.172305,0.149261,0.271927,0.272315
all_three,199,0.534421,0.51,0.275996,0.269176,0.25001,0.319131,0.32294
all_three,200,0.564672,0.51,0.204097,0.196904,0.176672,0.286369,0.282386
